"dataset_id","module","beta_processed_main","SE_processed_main","P_processed_main","sample_n_processed_main","formula_processed_main","BH_FDR_processed_main","beta_additional_quantile","SE_additional_quantile","P_additional_quantile","sample_n_additional_quantile","formula_additional_quantile","BH_FDR_additional_quantile","score_correlation","FDR_status_change"
"AD_GSE48350","hepatic_acute_phase_response_module",0.0323545963802891,0.179286415991346,0.857219335986887,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.894489741899361,0.0323545963802891,0.179286415991346,0.857219335986887,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.894489741899361,1,FALSE
"AD_GSE48350","hepatic_complement_coagulation_module",-0.0503473124994388,0.178833194883368,0.779000681761777,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.89028649344203,-0.0503473124994388,0.178833194883368,0.779000681761777,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.89028649344203,1,FALSE
"AD_GSE48350","hepatic_ECM_fibrosis_module",0.128164991156824,0.17242499114352,0.459512048215333,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.733279517271373,0.128164991156824,0.17242499114352,0.459512048215333,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.733279517271373,1,FALSE
"AD_GSE48350","hepatic_endothelial_vascular_activation_module",-0.0456282905449032,0.200756535742169,0.820766526335212,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.894489741899361,-0.0456282905449032,0.200756535742169,0.820766526335212,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.894489741899361,1,FALSE
"AD_GSE48350","hepatic_inflammatory_module",0.14998322997667,0.184097832567881,0.41754801041957,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.715796589290692,0.14998322997667,0.184097832567881,0.41754801041957,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.715796589290692,1,FALSE
"AD_GSE48350","hepatic_lipid_dysregulation_module",-0.414192686068986,0.204567824063787,0.0460589298655126,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.221082863354461,-0.414192686068986,0.204567824063787,0.0460589298655126,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.221082863354461,1,FALSE
"AD_GSE48350","hepatic_mitochondrial_dysfunction_module",-0.474359965809538,0.192881736268035,0.0161175231686821,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.193410278024186,-0.474359965809538,0.192881736268035,0.0161175231686821,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.193410278024186,1,FALSE
"AD_GSE48350","hepatic_secretome_hepatokine_module",0.139238302865041,0.156767578347158,0.377103381904329,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.696190858900299,0.139238302865041,0.156767578347158,0.377103381904329,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.696190858900299,1,FALSE
"AD_GSE48350","WGCNA_black",0.160576675738867,0.174556610706896,0.360341293643788,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.696190858900299,0.160576675738867,0.174556610706896,0.360341293643788,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.696190858900299,1,FALSE
"AD_GSE48350","WGCNA_blue",-0.306098686344042,0.187912266040613,0.107396987705253,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.368218243560867,-0.306098686344042,0.187912266040613,0.107396987705253,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.368218243560867,1,FALSE
