"dataset_id","module","comparison_mapping","beta_legacy","SE_legacy","P_legacy","BH_FDR_legacy","beta_comparator","SE_comparator","P_comparator","BH_FDR_comparator","sample_n","formula","module_score_correlation","FDR_status_change"
"AD_GSE48350","WGCNA_brown","strict_max_mean",-0.280449137074918,0.194499679709534,0.153594115323998,0.40958430753066,-0.282803204680475,0.19286949313475,0.146841305140546,0.441231419537367,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.998384660748049,FALSE
"AD_GSE48350","WGCNA_cyan","strict_max_mean",0.334411802728428,0.15710985479216,0.036822237327807,0.220933423966842,0.411165211496408,0.144227472983287,0.00575142238448928,0.0690170686138713,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.967351529494783,FALSE
"AD_GSE48350","WGCNA_green","strict_max_mean",-0.560634828710688,0.186463578287637,0.00355294673926359,0.0852707217423261,-0.563480488020801,0.186377229341964,0.00338298196250761,0.0690170686138713,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.999656008113712,FALSE
"AD_GSE48350","WGCNA_greenyellow","strict_max_mean",-0.294206336584676,0.156511129435898,0.0635735628868251,0.2542942515473,-0.231946849825919,0.158523391729913,0.147077139845789,0.441231419537367,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.991243415577953,FALSE
"AD_GSE48350","WGCNA_lightcyan","strict_max_mean",0.134087188312235,0.192845602892853,0.488853011514249,0.733279517271373,0.132966982783584,0.192944196463353,0.49270123296334,0.73905184944501,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.999973736011071,FALSE
"AD_GSE48350","WGCNA_magenta","strict_max_mean",0.0664591637642352,0.136630285079029,0.628081390390382,0.793365966808903,0.0823081416960856,0.135781383964094,0.546219132420022,0.742694067363087,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.99840780040182,FALSE
"AD_GSE48350","WGCNA_midnightblue","strict_max_mean",0.232868101908961,0.159870588151393,0.149597854945661,0.40958430753066,0.166268723419828,0.164034245112042,0.314328564099568,0.630984902245109,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.797109567068491,FALSE
"AD_GSE48350","WGCNA_pink","strict_max_mean",-0.0207674792242062,0.157095761708817,0.895207081753303,0.895207081753303,-0.0139740536325971,0.157216443596872,0.92943057290496,0.92943057290496,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.998501110282573,FALSE
"AD_GSE48350","WGCNA_purple","strict_max_mean",0.0510617100628037,0.126225086577126,0.687192662580278,0.824631195096334,0.0457858287611882,0.126961593304883,0.719576476443781,0.859595563352429,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.998787716156254,FALSE
"AD_GSE48350","WGCNA_red","strict_max_mean",0.101877430073035,0.173687859969378,0.559074343406939,0.789281425986267,0.0957098936457476,0.174232625085992,0.584241347037016,0.742694067363087,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.999829877489791,FALSE
"AD_GSE48350","WGCNA_salmon","strict_max_mean",0.225919296447072,0.166231980945446,0.177733552449733,0.426560525879359,0.208886853610703,0.165874521812241,0.21134775185468,0.545529922941003,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.998510954034395,FALSE
"AD_GSE48350","WGCNA_tan","strict_max_mean",0.0843631948811414,0.156925595718322,0.592505878376544,0.790007837835392,0.085468130542875,0.157046078869198,0.587966136662444,0.742694067363087,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.999886257404276,FALSE
"AD_GSE48350","WGCNA_turquoise","strict_max_mean",0.24276552134515,0.193387713676589,0.21327337536131,0.46532372806104,0.235908183658086,0.193791663361542,0.227304134558751,0.545529922941003,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.999894152371985,FALSE
"AD_GSE48350","WGCNA_yellow","strict_max_mean",-0.430388786994365,0.190502290613643,0.0269833002192931,0.215866401754345,-0.426528347170335,0.189539487275972,0.0275766143473981,0.165459686084388,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.999182166584487,FALSE
"AD_GSE48350","hepatic_acute_phase_response_module","strict_median",0.0323545963802891,0.179286415991346,0.857219335986887,0.894489741899361,-0.00219633093576837,0.180400350757295,0.990314799932547,0.990314799932547,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.993222338926332,FALSE
"AD_GSE48350","hepatic_complement_coagulation_module","strict_median",-0.0503473124994388,0.178833194883368,0.779000681761777,0.89028649344203,-0.032881363456305,0.178385154312095,0.854203388832773,0.976232444380312,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.985478262883066,FALSE
"AD_GSE48350","hepatic_ECM_fibrosis_module","strict_median",0.128164991156824,0.17242499114352,0.459512048215333,0.733279517271373,0.156919277556695,0.172762796529655,0.366478922164852,0.549718383247278,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.991680289003793,FALSE
"AD_GSE48350","hepatic_endothelial_vascular_activation_module","strict_median",-0.0456282905449032,0.200756535742169,0.820766526335212,0.894489741899361,0.00997483248922712,0.197873522340943,0.959916187595939,0.990314799932547,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.989194361127728,FALSE
"AD_GSE48350","hepatic_inflammatory_module","strict_median",0.14998322997667,0.184097832567881,0.41754801041957,0.715796589290692,0.184505733612368,0.183988428733449,0.318803997342148,0.510086395747437,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.994426197321949,FALSE
"AD_GSE48350","hepatic_lipid_dysregulation_module","strict_median",-0.414192686068986,0.204567824063787,0.0460589298655126,0.221082863354461,-0.430902718604988,0.200668441814634,0.0346503939532798,0.138601575813119,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.984291191131549,FALSE
"AD_GSE48350","hepatic_mitochondrial_dysfunction_module","strict_median",-0.474359965809538,0.192881736268035,0.0161175231686821,0.193410278024186,-0.496325723988276,0.20249050971093,0.016440921987072,0.0882003740206409,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.98758722774716,FALSE
"AD_GSE48350","hepatic_secretome_hepatokine_module","strict_median",0.139238302865041,0.156767578347158,0.377103381904329,0.696190858900299,0.183196950863272,0.158819645899275,0.252206610759459,0.465612204479001,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.97593940424059,FALSE
"AD_GSE48350","WGCNA_black","strict_median",0.160576675738867,0.174556610706896,0.360341293643788,0.696190858900299,0.18848880770531,0.178545195269555,0.294263341947663,0.504451443338852,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.993434608266528,FALSE
"AD_GSE48350","WGCNA_blue","strict_median",-0.306098686344042,0.187912266040613,0.107396987705253,0.368218243560867,-0.281728410415213,0.195387070768457,0.153381012263597,0.42734457722234,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.993926464100206,FALSE
"AD_GSE48350","WGCNA_brown","strict_median",-0.280449137074918,0.194499679709534,0.153594115323998,0.40958430753066,-0.276958228122833,0.203682637665985,0.178060240509308,0.42734457722234,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.973559394821599,FALSE
"AD_GSE48350","WGCNA_cyan","strict_median",0.334411802728428,0.15710985479216,0.036822237327807,0.220933423966842,0.471767640179222,0.151773907518388,0.00288384897124627,0.0346061876549553,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.926726402275046,TRUE
"AD_GSE48350","WGCNA_green","strict_median",-0.560634828710688,0.186463578287637,0.00355294673926359,0.0852707217423261,-0.543407876953944,0.190192005360513,0.00547982302866471,0.0438385842293177,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.995251683109291,TRUE
"AD_GSE48350","WGCNA_greenyellow","strict_median",-0.294206336584676,0.156511129435898,0.0635735628868251,0.2542942515473,-0.18006158533148,0.155633167619411,0.250462544603598,0.465612204479001,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.975261799292364,FALSE
"AD_GSE48350","WGCNA_lightcyan","strict_median",0.134087188312235,0.192845602892853,0.488853011514249,0.733279517271373,0.551473915479211,0.167072157371478,0.00151603256955409,0.0346061876549553,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.789468542477102,TRUE
"AD_GSE48350","WGCNA_magenta","strict_median",0.0664591637642352,0.136630285079029,0.628081390390382,0.793365966808903,0.0470566024701033,0.139894697194043,0.737544970133786,0.885053964160544,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.982223814828148,FALSE
"AD_GSE48350","WGCNA_midnightblue","strict_median",0.232868101908961,0.159870588151393,0.149597854945661,0.40958430753066,0.205312966159774,0.167781099045687,0.225209717722484,0.465612204479001,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.802812958314199,FALSE
