"module","gene"
"WGCNA_turquoise","SS18L2"
"WGCNA_turquoise","MGST1"
"WGCNA_turquoise","CRY1"
"WGCNA_turquoise","HEATR5B"
"WGCNA_turquoise","SEC62"
"WGCNA_turquoise","CSDE1"
"WGCNA_turquoise","REV3L"
"WGCNA_turquoise","TENM1"
"WGCNA_turquoise","IYD"
"WGCNA_turquoise","FAM76A"
"WGCNA_turquoise","VTA1"
"WGCNA_turquoise","RANBP9"
"WGCNA_turquoise","SPRTN"
"WGCNA_turquoise","ZNF207"
"WGCNA_turquoise","STARD3NL"
"WGCNA_turquoise","IDS"
"WGCNA_turquoise","ZNF200"
"WGCNA_turquoise","FYN"
"WGCNA_turquoise","HIVEP2"
"WGCNA_turquoise","BTBD7"
"WGCNA_turquoise","ABHD5"
"WGCNA_turquoise","ANOS1"
"WGCNA_turquoise","MBTD1"
"WGCNA_turquoise","UTP18"
"WGCNA_turquoise","TTC19"
"WGCNA_turquoise","PIK3C2A"
"WGCNA_turquoise","ANLN"
"WGCNA_turquoise","RABGAP1"
"WGCNA_turquoise","DCN"
"WGCNA_turquoise","CEP68"
"WGCNA_turquoise","MAP4K3"
"WGCNA_turquoise","BRCA1"
"WGCNA_turquoise","MBTPS2"
"WGCNA_turquoise","NR1H4"
"WGCNA_turquoise","ELOVL5"
"WGCNA_turquoise","UBR7"
"WGCNA_turquoise","MAP4K5"
"WGCNA_turquoise","PGM3"
"WGCNA_turquoise","RWDD2A"
"WGCNA_turquoise","POLR3B"
"WGCNA_turquoise","RNF14"
"WGCNA_turquoise","UFL1"
"WGCNA_turquoise","MDH1"
"WGCNA_turquoise","SLC30A9"
"WGCNA_turquoise","COX15"
"WGCNA_turquoise","YAF2"
"WGCNA_turquoise","ZMYND11"
"WGCNA_turquoise","MATR3"
"WGCNA_turquoise","GLT8D1"
"WGCNA_turquoise","ATP2C1"
"WGCNA_turquoise","IGF1"
"WGCNA_turquoise","RUFY3"
"WGCNA_turquoise","CNTN1"
"WGCNA_turquoise","WWTR1"
"WGCNA_turquoise","AGPS"
"WGCNA_turquoise","TTC27"
"WGCNA_turquoise","SNAI2"
"WGCNA_turquoise","HGF"
"WGCNA_turquoise","ZRANB1"
"WGCNA_turquoise","MNAT1"
"WGCNA_turquoise","SAMD4A"
"WGCNA_turquoise","MRE11"
"WGCNA_turquoise","SERPINB1"
"WGCNA_turquoise","SPAST"
"WGCNA_turquoise","AQR"
"WGCNA_turquoise","CPS1"
"WGCNA_turquoise","FHL1"
"WGCNA_turquoise","ZDHHC6"
"WGCNA_turquoise","NDUFS1"
"WGCNA_turquoise","RB1CC1"
"WGCNA_turquoise","ERP44"
"WGCNA_turquoise","BIRC3"
"WGCNA_turquoise","AKAP11"
"WGCNA_turquoise","GLRX2"
"WGCNA_turquoise","SNAPC1"
"WGCNA_turquoise","DERA"
"WGCNA_turquoise","STRAP"
"WGCNA_turquoise","ABCC2"
"WGCNA_turquoise","GCLM"
"WGCNA_turquoise","UBR2"
"WGCNA_turquoise","DEPDC1"
"WGCNA_turquoise","CCDC28A"
"WGCNA_turquoise","RRAGD"
"WGCNA_turquoise","HSF2"
"WGCNA_turquoise","PHF20"
"WGCNA_turquoise","SEC63"
"WGCNA_turquoise","FAS"
"WGCNA_turquoise","PRKCH"
"WGCNA_turquoise","IFNGR1"
"WGCNA_turquoise","VRK2"
"WGCNA_turquoise","VEZT"
"WGCNA_turquoise","TBPL1"
"WGCNA_turquoise","BMAL2"
"WGCNA_turquoise","BCLAF1"
"WGCNA_turquoise","SLC39A9"
"WGCNA_turquoise","TFB1M"
"WGCNA_turquoise","RABEP1"
"WGCNA_turquoise","NUP160"
"WGCNA_turquoise","MUSK"
"WGCNA_turquoise","IKZF2"
"WGCNA_turquoise","FAM13B"
"WGCNA_turquoise","CENPQ"
"WGCNA_turquoise","ARID4A"
"WGCNA_turquoise","IFT88"
"WGCNA_turquoise","FUT8"
"WGCNA_turquoise","UBA6"
"WGCNA_turquoise","PIAS1"
"WGCNA_turquoise","SLC4A7"
"WGCNA_turquoise","ASTE1"
"WGCNA_turquoise","RNF19A"
"WGCNA_turquoise","PEX3"
"WGCNA_turquoise","SH3YL1"
"WGCNA_turquoise","VCL"
"WGCNA_turquoise","DEPDC1B"
"WGCNA_turquoise","NSMAF"
"WGCNA_turquoise","ADSS2"
"WGCNA_turquoise","STAP1"
"WGCNA_turquoise","RFC1"
"WGCNA_turquoise","TBC1D23"
"WGCNA_turquoise","CUL3"
"WGCNA_turquoise","OTC"
"WGCNA_turquoise","ZZZ3"
"WGCNA_turquoise","NSUN2"
"WGCNA_turquoise","MFAP3"
"WGCNA_turquoise","AGA"
"WGCNA_turquoise","PI4K2B"
"WGCNA_turquoise","BOD1L1"
"WGCNA_turquoise","MAT2B"
"WGCNA_turquoise","TLL1"
"WGCNA_turquoise","VCAN"
"WGCNA_turquoise","MTREX"
"WGCNA_turquoise","ZFYVE16"
"WGCNA_turquoise","RAI14"
"WGCNA_turquoise","PHLPP2"
"WGCNA_turquoise","SPDL1"
"WGCNA_turquoise","STAU2"
"WGCNA_turquoise","INPP4A"
"WGCNA_turquoise","RAB27B"
"WGCNA_turquoise","PSMA4"
"WGCNA_turquoise","TDP1"
"WGCNA_turquoise","SPATA7"
"WGCNA_turquoise","MED17"
"WGCNA_turquoise","USH2A"
"WGCNA_turquoise","DCUN1D1"
"WGCNA_turquoise","CNTLN"
"WGCNA_turquoise","EPHA3"
"WGCNA_turquoise","DSG2"
"WGCNA_turquoise","GPM6B"
"WGCNA_turquoise","PREX2"
"WGCNA_turquoise","WDR37"
"WGCNA_turquoise","YTHDC2"
"WGCNA_turquoise","CTPS2"
"WGCNA_turquoise","ATP6V1H"
"WGCNA_turquoise","POLR2B"
"WGCNA_turquoise","ATOSA"
"WGCNA_turquoise","ARAP2"
"WGCNA_turquoise","CP"
"WGCNA_turquoise","XK"
"WGCNA_turquoise","FERRY3"
"WGCNA_turquoise","SCML1"
"WGCNA_turquoise","ARHGAP6"
"WGCNA_turquoise","GOPC"
"WGCNA_turquoise","USP28"
"WGCNA_turquoise","HDAC9"
"WGCNA_turquoise","CC2D2A"
"WGCNA_turquoise","RRM2B"
"WGCNA_turquoise","ZNF800"
"WGCNA_turquoise","MRPS10"
"WGCNA_turquoise","RSF1"
"WGCNA_turquoise","CELF2"
"WGCNA_turquoise","FAM120A"
"WGCNA_turquoise","R3HDM1"
"WGCNA_turquoise","KITLG"
"WGCNA_turquoise","ERCC8"
"WGCNA_turquoise","VAMP3"
"WGCNA_turquoise","PER3"
"WGCNA_turquoise","RCN1"
"WGCNA_turquoise","ARID1B"
"WGCNA_turquoise","NEDD4L"
"WGCNA_turquoise","HEXB"
"WGCNA_turquoise","PTCD2"
"WGCNA_turquoise","NEXMIF"
"WGCNA_turquoise","JKAMP"
"WGCNA_turquoise","NFE2L3"
"WGCNA_turquoise","MCUR1"
"WGCNA_turquoise","LIMA1"
"WGCNA_turquoise","PTGER3"
"WGCNA_turquoise","TNIP3"
"WGCNA_turquoise","MAPK9"
"WGCNA_turquoise","HERPUD1"
"WGCNA_turquoise","PIK3CB"
"WGCNA_turquoise","HEBP2"
"WGCNA_turquoise","MPHOSPH9"
"WGCNA_turquoise","PLEKHA5"
"WGCNA_turquoise","SIKE1"
"WGCNA_turquoise","FNIP2"
"WGCNA_turquoise","MSMO1"
"WGCNA_turquoise","TTC17"
"WGCNA_turquoise","FOXN3"
"WGCNA_turquoise","AP5M1"
"WGCNA_turquoise","LY75"
"WGCNA_turquoise","ARID4B"
"WGCNA_turquoise","OPN3"
"WGCNA_turquoise","SDCCAG8"
"WGCNA_turquoise","HHAT"
"WGCNA_turquoise","KIF1B"
"WGCNA_turquoise","GALC"
"WGCNA_turquoise","CUL1"
"WGCNA_turquoise","FAM114A2"
"WGCNA_turquoise","TAB2"
"WGCNA_turquoise","GINM1"
"WGCNA_turquoise","EIF2AK2"
"WGCNA_turquoise","KMT2C"
"WGCNA_turquoise","MCOLN3"
"WGCNA_turquoise","PUM2"
"WGCNA_turquoise","HPF1"
"WGCNA_turquoise","ZFR"
"WGCNA_turquoise","ZNF280C"
"WGCNA_turquoise","RC3H2"
"WGCNA_turquoise","IL17RB"
"WGCNA_turquoise","DCBLD2"
"WGCNA_turquoise","SOAT1"
"WGCNA_turquoise","GDI2"
"WGCNA_turquoise","PRDM1"
"WGCNA_turquoise","ATG5"
"WGCNA_turquoise","TMCC3"
"WGCNA_turquoise","MTA3"
"WGCNA_turquoise","USP13"
"WGCNA_turquoise","ATP11B"
"WGCNA_turquoise","CDK14"
"WGCNA_turquoise","PPP1R12A"
"WGCNA_turquoise","ATP2B4"
"WGCNA_turquoise","RIOK2"
"WGCNA_turquoise","YIPF1"
"WGCNA_turquoise","NDC1"
"WGCNA_turquoise","MXD1"
"WGCNA_turquoise","CDK17"
"WGCNA_turquoise","DNAJC25"
"WGCNA_turquoise","SLC2A3"
"WGCNA_turquoise","WNK1"
"WGCNA_turquoise","CCAR1"
"WGCNA_turquoise","PIGV"
"WGCNA_turquoise","QSER1"
"WGCNA_turquoise","MPC1"
"WGCNA_turquoise","BCAT1"
"WGCNA_turquoise","NCKAP1"
"WGCNA_turquoise","MRPS35"
"WGCNA_turquoise","GUCY1B1"
"WGCNA_turquoise","MON2"
"WGCNA_turquoise","GPBP1"
"WGCNA_turquoise","ZNF112"
"WGCNA_turquoise","WAPL"
"WGCNA_turquoise","VMP1"
"WGCNA_turquoise","APPBP2"
"WGCNA_turquoise","EIF4B"
"WGCNA_turquoise","ZNF275"
"WGCNA_turquoise","MTMR1"
"WGCNA_turquoise","CASP8"
"WGCNA_turquoise","LIMCH1"
"WGCNA_turquoise","INTS13"
"WGCNA_turquoise","SPA17"
"WGCNA_turquoise","ST3GAL6"
"WGCNA_turquoise","CDON"
"WGCNA_turquoise","TAF2"
"WGCNA_turquoise","SLC12A2"
"WGCNA_turquoise","SNX24"
"WGCNA_turquoise","DDX20"
"WGCNA_turquoise","BTBD1"
"WGCNA_turquoise","FAR2"
"WGCNA_turquoise","CALCRL"
"WGCNA_turquoise","TAF11"
"WGCNA_turquoise","BLTP3A"
"WGCNA_turquoise","GNAI3"
"WGCNA_turquoise","IPO5"
"WGCNA_turquoise","OAT"
"WGCNA_turquoise","WDR3"
"WGCNA_turquoise","PKN2"
"WGCNA_turquoise","MCM10"
"WGCNA_turquoise","ANKRD44"
"WGCNA_turquoise","MYLK"
"WGCNA_turquoise","ZC3H15"
"WGCNA_turquoise","MAP2K4"
"WGCNA_turquoise","PACC1"
"WGCNA_turquoise","SLK"
"WGCNA_turquoise","CYB5R4"
"WGCNA_turquoise","PRKCQ"
"WGCNA_turquoise","FAM107B"
"WGCNA_turquoise","ME1"
"WGCNA_turquoise","MTHFD2"
"WGCNA_turquoise","SLC9A7"
"WGCNA_turquoise","PPP2R5A"
"WGCNA_turquoise","DIP2B"
"WGCNA_turquoise","ZMYND12"
"WGCNA_turquoise","ASPM"
"WGCNA_turquoise","MPPED2"
"WGCNA_turquoise","ZBTB11"
"WGCNA_turquoise","ATXN3"
"WGCNA_turquoise","GOLGA5"
"WGCNA_turquoise","FGFR2"
"WGCNA_turquoise","LRRC40"
"WGCNA_turquoise","ISOC1"
"WGCNA_turquoise","TRMT11"
"WGCNA_turquoise","THUMPD1"
"WGCNA_turquoise","MSANTD3"
"WGCNA_turquoise","ATG2B"
"WGCNA_turquoise","ARFGEF1"
"WGCNA_turquoise","MTFR1"
"WGCNA_turquoise","MYO9A"
"WGCNA_turquoise","IDI1"
"WGCNA_turquoise","SP100"
"WGCNA_turquoise","KLF6"
"WGCNA_turquoise","PLPP1"
"WGCNA_turquoise","TRAM1"
"WGCNA_turquoise","EVI5"
"WGCNA_turquoise","DHX29"
"WGCNA_turquoise","DNTTIP2"
"WGCNA_turquoise","RRP15"
"WGCNA_turquoise","IARS2"
"WGCNA_turquoise","SYT1"
"WGCNA_turquoise","NAV3"
"WGCNA_turquoise","ROCK1"
"WGCNA_turquoise","CBFB"
"WGCNA_turquoise","PDK3"
"WGCNA_turquoise","MEF2A"
"WGCNA_turquoise","ACSL4"
"WGCNA_turquoise","INPP5A"
"WGCNA_turquoise","REEP1"
"WGCNA_turquoise","LAPTM4A"
"WGCNA_turquoise","SRBD1"
"WGCNA_turquoise","KIF2A"
"WGCNA_turquoise","PSME4"
"WGCNA_turquoise","ERLEC1"
"WGCNA_turquoise","MAST4"
"WGCNA_turquoise","NUP133"
"WGCNA_turquoise","NUCKS1"
"WGCNA_turquoise","VPS35"
"WGCNA_turquoise","DNAJA2"
"WGCNA_turquoise","ABCC9"
"WGCNA_turquoise","FUNDC1"
"WGCNA_turquoise","RORA"
"WGCNA_turquoise","DRD4"
"WGCNA_turquoise","TGFBR3"
"WGCNA_turquoise","ATP1B3"
"WGCNA_turquoise","NEDD4"
"WGCNA_turquoise","PIGB"
"WGCNA_turquoise","MAPK6"
"WGCNA_turquoise","RAB27A"
"WGCNA_turquoise","LRP6"
"WGCNA_turquoise","ELP1"
"WGCNA_turquoise","NUCB2"
"WGCNA_turquoise","PFN2"
"WGCNA_turquoise","PTPN3"
"WGCNA_turquoise","SLC44A1"
"WGCNA_turquoise","TMEM260"
"WGCNA_turquoise","EXOC5"
"WGCNA_turquoise","POLB"
"WGCNA_turquoise","CFAP20"
"WGCNA_turquoise","PTPN21"
"WGCNA_turquoise","CDC42"
"WGCNA_turquoise","RAD18"
"WGCNA_turquoise","ATP2B1"
"WGCNA_turquoise","MAP4K4"
"WGCNA_turquoise","MGAT4A"
"WGCNA_turquoise","SNX13"
"WGCNA_turquoise","ING3"
"WGCNA_turquoise","SEL1L"
"WGCNA_turquoise","HLTF"
"WGCNA_turquoise","CYBRD1"
"WGCNA_turquoise","CDH19"
"WGCNA_turquoise","PDCD2"
"WGCNA_turquoise","RDH11"
"WGCNA_turquoise","RPS6KA6"
"WGCNA_turquoise","LNX1"
"WGCNA_turquoise","ALDH3A2"
"WGCNA_turquoise","TFRC"
"WGCNA_turquoise","AFF4"
"WGCNA_turquoise","UBE2D1"
"WGCNA_turquoise","PALS1"
"WGCNA_turquoise","RHOBTB1"
"WGCNA_turquoise","HMMR"
"WGCNA_turquoise","TRHDE"
"WGCNA_turquoise","NFATC3"
"WGCNA_turquoise","TRNT1"
"WGCNA_turquoise","FBXW11"
"WGCNA_turquoise","DERL2"
"WGCNA_turquoise","TP63"
"WGCNA_turquoise","PDE8A"
"WGCNA_turquoise","CLCN4"
"WGCNA_turquoise","SMARCE1"
"WGCNA_turquoise","KDM5A"
"WGCNA_turquoise","PPP2R3A"
"WGCNA_turquoise","FERMT2"
"WGCNA_turquoise","PTGS2"
"WGCNA_turquoise","MAP3K13"
"WGCNA_turquoise","FRY"
"WGCNA_turquoise","PICALM"
"WGCNA_turquoise","NSF"
"WGCNA_turquoise","CLASP1"
"WGCNA_turquoise","CLNS1A"
"WGCNA_turquoise","EED"
"WGCNA_turquoise","NCBP3"
"WGCNA_turquoise","NTN4"
"WGCNA_turquoise","NUAK1"
"WGCNA_turquoise","DPP8"
"WGCNA_turquoise","SLC24A1"
"WGCNA_turquoise","LMAN1"
"WGCNA_turquoise","HACD3"
"WGCNA_turquoise","IPCEF1"
"WGCNA_turquoise","SLC12A1"
"WGCNA_turquoise","TUBE1"
"WGCNA_turquoise","TXK"
"WGCNA_turquoise","ACTR6"
"WGCNA_turquoise","TIPIN"
"WGCNA_turquoise","SRI"
"WGCNA_turquoise","NUP37"
"WGCNA_turquoise","SEMA3A"
"WGCNA_turquoise","SEMA3C"
"WGCNA_turquoise","ACAT1"
"WGCNA_turquoise","SLC25A40"
"WGCNA_turquoise","TIMM21"
"WGCNA_turquoise","RASAL2"
"WGCNA_turquoise","ZNF37A"
"WGCNA_turquoise","FNDC3B"
"WGCNA_turquoise","FRYL"
"WGCNA_turquoise","PLD1"
"WGCNA_turquoise","DLG1"
"WGCNA_turquoise","RAB7A"
"WGCNA_turquoise","BCAP29"
"WGCNA_turquoise","ARHGAP15"
"WGCNA_turquoise","KIFAP3"
"WGCNA_turquoise","MKRN2"
"WGCNA_turquoise","REXO2"
"WGCNA_turquoise","RBM7"
"WGCNA_turquoise","UNG"
"WGCNA_turquoise","FMO4"
"WGCNA_turquoise","KLHL20"
"WGCNA_turquoise","ANKRD13A"
"WGCNA_turquoise","TPD52"
"WGCNA_turquoise","PAG1"
"WGCNA_turquoise","NT5C2"
"WGCNA_turquoise","MBNL3"
"WGCNA_turquoise","CTTNBP2"
"WGCNA_turquoise","RARB"
"WGCNA_turquoise","TOP2B"
"WGCNA_turquoise","TM9SF3"
"WGCNA_turquoise","UBE2T"
"WGCNA_turquoise","PPP1R12B"
"WGCNA_turquoise","DNAJC10"
"WGCNA_turquoise","USP33"
"WGCNA_turquoise","DYNC1I2"
"WGCNA_turquoise","FAM76B"
"WGCNA_turquoise","POLD3"
"WGCNA_turquoise","GPR137B"
"WGCNA_turquoise","NAALAD2"
"WGCNA_turquoise","JADE1"
"WGCNA_turquoise","SLC25A43"
"WGCNA_turquoise","UBE2A"
"WGCNA_turquoise","MAP2"
"WGCNA_turquoise","PIAS2"
"WGCNA_turquoise","LAMP3"
"WGCNA_turquoise","NEBL"
"WGCNA_turquoise","ACER3"
"WGCNA_turquoise","UBE2K"
"WGCNA_turquoise","PIK3C3"
"WGCNA_turquoise","N4BP2"
"WGCNA_turquoise","TIGAR"
"WGCNA_turquoise","SYNJ2"
"WGCNA_turquoise","PPP2R5C"
"WGCNA_turquoise","MLLT10"
"WGCNA_turquoise","P2RY10"
"WGCNA_turquoise","ITM2A"
"WGCNA_turquoise","NRDC"
"WGCNA_turquoise","PCM1"
"WGCNA_turquoise","ITCH"
"WGCNA_turquoise","FKBP7"
"WGCNA_turquoise","OSBPL6"
"WGCNA_turquoise","XRCC5"
"WGCNA_turquoise","LXN"
"WGCNA_turquoise","SAR1A"
"WGCNA_turquoise","CDC14A"
"WGCNA_turquoise","SENP1"
"WGCNA_turquoise","OPHN1"
"WGCNA_turquoise","AFM"
"WGCNA_turquoise","CARMIL1"
"WGCNA_turquoise","DDX1"
"WGCNA_turquoise","STX7"
"WGCNA_turquoise","CRYBG3"
"WGCNA_turquoise","RFX3"
"WGCNA_turquoise","RIF1"
"WGCNA_turquoise","RAB21"
"WGCNA_turquoise","SLC4A4"
"WGCNA_turquoise","SMARCA2"
"WGCNA_turquoise","SESN1"
"WGCNA_turquoise","PUM3"
"WGCNA_turquoise","CPB2"
"WGCNA_turquoise","KCNN2"
"WGCNA_turquoise","CNOT4"
"WGCNA_turquoise","PSEN1"
"WGCNA_turquoise","CPOX"
"WGCNA_turquoise","CLDND1"
"WGCNA_turquoise","HSP90AA1"
"WGCNA_turquoise","RBL1"
"WGCNA_turquoise","CFHR2"
"WGCNA_turquoise","NDC80"
"WGCNA_turquoise","AP4E1"
"WGCNA_turquoise","RSBN1"
"WGCNA_turquoise","MAGI3"
"WGCNA_turquoise","COL4A4"
"WGCNA_turquoise","OSTM1"
"WGCNA_turquoise","IMPG2"
"WGCNA_turquoise","PCNP"
"WGCNA_turquoise","EXD2"
"WGCNA_turquoise","ARG2"
"WGCNA_turquoise","MEF2C"
"WGCNA_turquoise","UBA5"
"WGCNA_turquoise","STK17B"
"WGCNA_turquoise","CDC14B"
"WGCNA_turquoise","ZNF510"
"WGCNA_turquoise","ZNF506"
"WGCNA_turquoise","DUSP12"
"WGCNA_turquoise","CADPS2"
"WGCNA_turquoise","PCDHGA2"
"WGCNA_turquoise","IFT25"
"WGCNA_turquoise","PHLPP1"
"WGCNA_turquoise","ATP8B1"
"WGCNA_turquoise","WDR70"
"WGCNA_turquoise","STRADB"
"WGCNA_turquoise","BZW1"
"WGCNA_turquoise","PGR"
"WGCNA_turquoise","ME2"
"WGCNA_turquoise","C5ORF22"
"WGCNA_turquoise","CCNT2"
"WGCNA_turquoise","FAM135A"
"WGCNA_turquoise","COBLL1"
"WGCNA_turquoise","GEMIN5"
"WGCNA_turquoise","GSK3B"
"WGCNA_turquoise","XPO1"
"WGCNA_turquoise","RNF13"
"WGCNA_turquoise","TRPM3"
"WGCNA_turquoise","PALB2"
"WGCNA_turquoise","DOP1A"
"WGCNA_turquoise","LYRM2"
"WGCNA_turquoise","BCKDHB"
"WGCNA_turquoise","TUT7"
"WGCNA_turquoise","ULK2"
"WGCNA_turquoise","TNPO1"
"WGCNA_turquoise","DIS3"
"WGCNA_turquoise","PIBF1"
"WGCNA_turquoise","TDRD3"
"WGCNA_turquoise","NUFIP1"
"WGCNA_turquoise","PDS5B"
"WGCNA_turquoise","OXCT1"
"WGCNA_turquoise","RRAGB"
"WGCNA_turquoise","CYLD"
"WGCNA_turquoise","ZNF586"
"WGCNA_turquoise","ZNF264"
"WGCNA_turquoise","CHMP2B"
"WGCNA_turquoise","ZMPSTE24"
"WGCNA_turquoise","STARD7"
"WGCNA_turquoise","REST"
"WGCNA_turquoise","HAL"
"WGCNA_turquoise","FAM234B"
"WGCNA_turquoise","WBP11"
"WGCNA_turquoise","APOB"
"WGCNA_turquoise","RAB10"
"WGCNA_turquoise","CD59"
"WGCNA_turquoise","ATRX"
"WGCNA_turquoise","AK6"
"WGCNA_turquoise","MYNN"
"WGCNA_turquoise","SCAMP1"
"WGCNA_turquoise","HACE1"
"WGCNA_turquoise","SEH1L"
"WGCNA_turquoise","WDR47"
"WGCNA_turquoise","WDFY1"
"WGCNA_turquoise","SLC25A24"
"WGCNA_turquoise","MAP3K4"
"WGCNA_turquoise","CPNE3"
"WGCNA_turquoise","RRN3"
"WGCNA_turquoise","MTIF2"
"WGCNA_turquoise","DDHD2"
"WGCNA_turquoise","EPS15"
"WGCNA_turquoise","DNAJA1"
"WGCNA_turquoise","CHMP5"
"WGCNA_turquoise","DIMT1"
"WGCNA_turquoise","IPO11"
"WGCNA_turquoise","FOLH1"
"WGCNA_turquoise","EPDR1"
"WGCNA_turquoise","SNX10"
"WGCNA_turquoise","TMED2"
"WGCNA_turquoise","ERO1B"
"WGCNA_turquoise","ZFAND6"
"WGCNA_turquoise","TXLNG"
"WGCNA_turquoise","ZW10"
"WGCNA_turquoise","ALG9"
"WGCNA_turquoise","NOX4"
"WGCNA_turquoise","MTMR2"
"WGCNA_turquoise","NLK"
"WGCNA_turquoise","LPCAT2"
"WGCNA_turquoise","OGFOD1"
"WGCNA_turquoise","L2HGDH"
"WGCNA_turquoise","TXNDC16"
"WGCNA_turquoise","RTRAF"
"WGCNA_turquoise","GMCL1"
"WGCNA_turquoise","KLHL42"
"WGCNA_turquoise","DNM1L"
"WGCNA_turquoise","ERGIC2"
"WGCNA_turquoise","AURKA"
"WGCNA_turquoise","ALG6"
"WGCNA_turquoise","PTPN4"
"WGCNA_turquoise","DDX18"
"WGCNA_turquoise","FER1L4"
"WGCNA_turquoise","SLC15A1"
"WGCNA_turquoise","DOCK9"
"WGCNA_turquoise","TGDS"
"WGCNA_turquoise","ARHGAP28"
"WGCNA_turquoise","CRLS1"
"WGCNA_turquoise","FKBP1A"
"WGCNA_turquoise","XRN2"
"WGCNA_turquoise","SNX5"
"WGCNA_turquoise","P2RX7"
"WGCNA_turquoise","ESF1"
"WGCNA_turquoise","RBBP9"
"WGCNA_turquoise","SLC23A2"
"WGCNA_turquoise","TMEM230"
"WGCNA_turquoise","TASP1"
"WGCNA_turquoise","KIF16B"
"WGCNA_turquoise","TRMT6"
"WGCNA_turquoise","BRAP"
"WGCNA_turquoise","RBM41"
"WGCNA_turquoise","ZBTB25"
"WGCNA_turquoise","NECAP1"
"WGCNA_turquoise","DHX32"
"WGCNA_turquoise","RCOR1"
"WGCNA_turquoise","GPATCH2L"
"WGCNA_turquoise","SPTLC1"
"WGCNA_turquoise","PAPOLA"
"WGCNA_turquoise","RGS1"
"WGCNA_turquoise","IRAK3"
"WGCNA_turquoise","LYZ"
"WGCNA_turquoise","PDCD7"
"WGCNA_turquoise","SPG21"
"WGCNA_turquoise","ZNF268"
"WGCNA_turquoise","USP48"
"WGCNA_turquoise","EXOC1"
"WGCNA_turquoise","RBM27"
"WGCNA_turquoise","OSBPL8"
"WGCNA_turquoise","PUS7"
"WGCNA_turquoise","NRCAM"
"WGCNA_turquoise","SLC26A4"
"WGCNA_turquoise","DLD"
"WGCNA_turquoise","WDR7"
"WGCNA_turquoise","TXNL1"
"WGCNA_turquoise","IL5RA"
"WGCNA_turquoise","CMTM6"
"WGCNA_turquoise","ITGA6"
"WGCNA_turquoise","RAPGEF4"
"WGCNA_turquoise","MAP3K20"
"WGCNA_turquoise","FH"
"WGCNA_turquoise","CDV3"
"WGCNA_turquoise","APOH"
"WGCNA_turquoise","ZFHX4"
"WGCNA_turquoise","ESR1"
"WGCNA_turquoise","ANGPT2"
"WGCNA_turquoise","PPP2R3C"
"WGCNA_turquoise","SCFD1"
"WGCNA_turquoise","G2E3"
"WGCNA_turquoise","HECTD1"
"WGCNA_turquoise","HNRNPC"
"WGCNA_turquoise","GEMIN2"
"WGCNA_turquoise","TRPM7"
"WGCNA_turquoise","WDR76"
"WGCNA_turquoise","SNAP23"
"WGCNA_turquoise","RFFL"
"WGCNA_turquoise","MFSD11"
"WGCNA_turquoise","DPYSL2"
"WGCNA_turquoise","TGFB2"
"WGCNA_turquoise","GPATCH2"
"WGCNA_turquoise","NUP50"
"WGCNA_turquoise","ECHDC1"
"WGCNA_turquoise","LRRFIP2"
"WGCNA_turquoise","SEC22C"
"WGCNA_turquoise","UPRT"
"WGCNA_turquoise","CDC23"
"WGCNA_turquoise","CBX5"
"WGCNA_turquoise","FMO2"
"WGCNA_turquoise","SUCO"
"WGCNA_turquoise","MSH2"
"WGCNA_turquoise","MAP3K1"
"WGCNA_turquoise","ARCN1"
"WGCNA_turquoise","EPB41L4B"
"WGCNA_turquoise","TMEM38B"
"WGCNA_turquoise","PSMD5"
"WGCNA_turquoise","BTAF1"
"WGCNA_turquoise","IKZF5"
"WGCNA_turquoise","BLNK"
"WGCNA_turquoise","TDRD1"
"WGCNA_turquoise","SORBS1"
"WGCNA_turquoise","BAMBI"
"WGCNA_turquoise","WAC"
"WGCNA_turquoise","CREM"
"WGCNA_turquoise","HIVEP1"
"WGCNA_turquoise","SRPK1"
"WGCNA_turquoise","TMEM14A"
"WGCNA_turquoise","CDC5L"
"WGCNA_turquoise","ZNF184"
"WGCNA_turquoise","SIRT1"
"WGCNA_turquoise","IFT74"
"WGCNA_turquoise","JAK2"
"WGCNA_turquoise","SH3GLB1"
"WGCNA_turquoise","CDC7"
"WGCNA_turquoise","SYDE2"
"WGCNA_turquoise","PCSK5"
"WGCNA_turquoise","ABLIM1"
"WGCNA_turquoise","ERMP1"
"WGCNA_turquoise","RAB18"
"WGCNA_turquoise","PRTFDC1"
"WGCNA_turquoise","PALMD"
"WGCNA_turquoise","WASHC2C"
"WGCNA_turquoise","MTAP"
"WGCNA_turquoise","MADCAM1"
"WGCNA_turquoise","SNAP29"
"WGCNA_turquoise","MAPK1"
"WGCNA_turquoise","CRYBB3"
"WGCNA_turquoise","GRK3"
"WGCNA_turquoise","KDELR3"
"WGCNA_turquoise","DMC1"
"WGCNA_turquoise","XBP1"
"WGCNA_turquoise","FBXO7"
"WGCNA_turquoise","MIOX"
"WGCNA_turquoise","HMGXB4"
"WGCNA_turquoise","RBFOX2"
"WGCNA_turquoise","TNRC6B"
"WGCNA_turquoise","SLC25A17"
"WGCNA_turquoise","ST13"
"WGCNA_turquoise","FKBP3"
"WGCNA_turquoise","AP4S1"
"WGCNA_turquoise","POLE2"
"WGCNA_turquoise","SOS2"
"WGCNA_turquoise","CDKL1"
"WGCNA_turquoise","NIN"
"WGCNA_turquoise","PSMC6"
"WGCNA_turquoise","GNPNAT1"
"WGCNA_turquoise","DDHD1"
